,sample,id,x,y,area,area_convex,KM_label_nc20,star_KM_label_nc20
Tonsil_2_s0_a3_74.0,Tonsil_2_s0_a3,74.0,3.7068965,521.60345,58.0,60.0,16,13
Tonsil_2_s0_a5_8262.0,Tonsil_2_s0_a5,8262.0,528.75,719.55,20.0,21.0,6,8
Tonsil_2_s0_a8_4457.0,Tonsil_2_s0_a8,4457.0,282.60657,950.21313,61.0,62.0,8,19
Tonsil_3_s0_a2_8779.0,Tonsil_3_s0_a2,8779.0,446.92307,429.27692,65.0,69.0,8,11
Tonsil_2_s0_a7_2415.0,Tonsil_2_s0_a7,2415.0,162.71428,818.619,21.0,23.0,6,17
Tonsil_3_s0_a4_13622.0,Tonsil_3_s0_a4,13622.0,880.0,553.413,46.0,48.0,17,doublets
Tonsil_2_s0_a5_10419.0,Tonsil_2_s0_a5,10419.0,670.84375,569.59375,32.0,35.0,11,6
Tonsil_2_s0_a7_12274.0,Tonsil_2_s0_a7,12274.0,726.86664,657.8,15.0,17.0,19,doublets
Tonsil_2_s0_a3_6264.0,Tonsil_2_s0_a3,6264.0,337.89474,40.289474,38.0,41.0,5,6
Tonsil_2_s0_a6_14843.0,Tonsil_2_s0_a6,14843.0,865.0714,806.6429,42.0,43.0,5,19
Tonsil_2_s0_a7_8869.0,Tonsil_2_s0_a7,8869.0,533.1667,703.7222,18.0,19.0,6,16
Tonsil_2_s0_a6_4176.0,Tonsil_2_s0_a6,4176.0,236.44318,483.82956,88.0,97.0,14,doublets
Tonsil_2_s0_a1_15109.0,Tonsil_2_s0_a1,15109.0,973.20166,834.98737,238.0,251.0,18,14
Tonsil_3_s0_a2_691.0,Tonsil_3_s0_a2,691.0,34.433334,786.73334,30.0,33.0,11,2
Tonsil_2_s0_a5_7554.0,Tonsil_2_s0_a5,7554.0,484.02173,858.56525,46.0,50.0,17,1
Tonsil_2_s0_a3_7033.0,Tonsil_2_s0_a3,7033.0,381.36,311.77335,75.0,81.0,3,doublets
Tonsil_3_s0_a3_5848.0,Tonsil_3_s0_a3,5848.0,319.6744,639.44183,43.0,46.0,17,2
Tonsil_2_s0_a1_5394.0,Tonsil_2_s0_a1,5394.0,353.01614,957.69354,62.0,64.0,8,doublets
Tonsil_3_s0_a4_9358.0,Tonsil_3_s0_a4,9358.0,591.4259,940.87036,54.0,57.0,1,doublets
Tonsil_3_s0_a4_13831.0,Tonsil_3_s0_a4,13831.0,895.3176,479.29413,85.0,90.0,9,doublets
Tonsil_2_s0_a8_3810.0,Tonsil_2_s0_a8,3810.0,242.06897,403.0345,29.0,31.0,11,17
Tonsil_2_s0_a3_9013.0,Tonsil_2_s0_a3,9013.0,490.55173,41.275864,29.0,33.0,11,8
Tonsil_3_s0_a3_13985.0,Tonsil_3_s0_a3,13985.0,742.96924,665.10767,65.0,72.0,8,2
Tonsil_2_s0_a5_3076.0,Tonsil_2_s0_a5,3076.0,198.0,337.2439,41.0,41.0,5,doublets
Tonsil_2_s0_a4_5396.0,Tonsil_2_s0_a4,5396.0,328.85245,296.42624,61.0,66.0,8,16
Tonsil_2_s0_a4_13518.0,Tonsil_2_s0_a4,13518.0,920.26984,838.9524,63.0,67.0,8,13
Tonsil_3_s0_a3_13502.0,Tonsil_3_s0_a3,13502.0,717.34,305.2,50.0,54.0,12,doublets
Tonsil_2_s0_a4_13022.0,Tonsil_2_s0_a4,13022.0,887.34424,111.08197,61.0,62.0,8,0
Tonsil_3_s0_a3_9425.0,Tonsil_3_s0_a3,9425.0,501.64615,883.8615,65.0,75.0,8,6
Tonsil_3_s0_a1_3919.0,Tonsil_3_s0_a1,3919.0,230.67924,429.8113,53.0,55.0,1,16
Tonsil_2_s0_a1_6833.0,Tonsil_2_s0_a1,6833.0,440.03775,126.320755,53.0,58.0,1,14
Tonsil_2_s0_a6_1023.0,Tonsil_2_s0_a6,1023.0,59.142857,421.90475,21.0,22.0,6,19
Tonsil_2_s0_a3_7421.0,Tonsil_2_s0_a3,7421.0,401.8409,245.29546,44.0,49.0,17,8
Tonsil_2_s0_a4_13199.0,Tonsil_2_s0_a4,13199.0,899.2308,903.0615,65.0,68.0,8,17
Tonsil_3_s0_a3_9513.0,Tonsil_3_s0_a3,9513.0,507.48148,335.22223,54.0,58.0,1,14
Tonsil_3_s0_a1_579.0,Tonsil_3_s0_a1,579.0,36.76271,952.8983,59.0,62.0,16,doublets
Tonsil_3_s0_a3_15366.0,Tonsil_3_s0_a3,15366.0,819.75,939.0417,48.0,52.0,12,doublets
Tonsil_3_s0_a2_4515.0,Tonsil_3_s0_a2,4515.0,227.49153,486.23727,59.0,61.0,16,doublets
Tonsil_2_s0_a8_6042.0,Tonsil_2_s0_a8,6042.0,378.33334,257.45456,33.0,36.0,2,5
Tonsil_2_s0_a8_613.0,Tonsil_2_s0_a8,613.0,36.153847,976.46155,26.0,27.0,15,19
Tonsil_2_s0_a7_10395.0,Tonsil_2_s0_a7,10395.0,616.775,171.025,40.0,42.0,5,2
Tonsil_2_s0_a6_8969.0,Tonsil_2_s0_a6,8969.0,519.12823,370.41025,39.0,40.0,5,13
Tonsil_2_s0_a3_611.0,Tonsil_2_s0_a3,611.0,35.625,1.0,16.0,18.0,19,8
Tonsil_2_s0_a2_767.0,Tonsil_2_s0_a2,767.0,68.625,830.71875,32.0,34.0,11,5
Tonsil_2_s0_a2_11278.0,Tonsil_2_s0_a2,11278.0,746.3158,426.05264,114.0,121.0,10,5
Tonsil_3_s0_a1_8274.0,Tonsil_3_s0_a1,8274.0,530.9459,341.56757,37.0,38.0,2,16
Tonsil_3_s0_a2_5288.0,Tonsil_3_s0_a2,5288.0,268.7647,303.68234,85.0,90.0,9,4
Tonsil_2_s0_a3_14843.0,Tonsil_2_s0_a3,14843.0,837.6875,782.1875,32.0,33.0,11,15
Tonsil_3_s0_a2_15479.0,Tonsil_3_s0_a2,15479.0,840.2,466.82224,45.0,48.0,17,12
Tonsil_2_s0_a6_684.0,Tonsil_2_s0_a6,684.0,39.285713,434.12698,63.0,68.0,8,13
Tonsil_2_s0_a1_8304.0,Tonsil_2_s0_a1,8304.0,528.4737,38.63158,19.0,20.0,6,6
Tonsil_2_s0_a7_88.0,Tonsil_2_s0_a7,88.0,4.875,935.6667,48.0,52.0,12,doublets
Tonsil_2_s0_a4_12732.0,Tonsil_2_s0_a4,12732.0,866.0833,370.05554,36.0,39.0,2,19
Tonsil_2_s0_a6_12853.0,Tonsil_2_s0_a6,12853.0,751.9388,32.02041,49.0,51.0,12,19
Tonsil_3_s0_a2_1246.0,Tonsil_3_s0_a2,1246.0,63.17857,478.5357,28.0,31.0,11,11
Tonsil_3_s0_a1_13068.0,Tonsil_3_s0_a1,13068.0,872.2759,880.0,29.0,33.0,11,16
Tonsil_2_s0_a3_8581.0,Tonsil_2_s0_a3,8581.0,466.46,286.08,50.0,55.0,12,doublets
Tonsil_3_s0_a3_5532.0,Tonsil_3_s0_a3,5532.0,304.75,468.625,8.0,9.0,4,doublets
Tonsil_3_s0_a3_5677.0,Tonsil_3_s0_a3,5677.0,312.34616,60.346153,26.0,26.0,15,6
Tonsil_2_s0_a8_1559.0,Tonsil_2_s0_a8,1559.0,97.49383,912.1358,81.0,88.0,9,1
Tonsil_2_s0_a6_7521.0,Tonsil_2_s0_a6,7521.0,431.0877,355.3509,57.0,67.0,16,19
Tonsil_2_s0_a2_10165.0,Tonsil_2_s0_a2,10165.0,685.1579,625.6316,57.0,63.0,16,11
Tonsil_2_s0_a1_3907.0,Tonsil_2_s0_a1,3907.0,264.7857,281.57144,28.0,30.0,11,2
Tonsil_3_s0_a2_16729.0,Tonsil_3_s0_a2,16729.0,943.40625,208.26562,64.0,65.0,8,doublets
Tonsil_3_s0_a3_11561.0,Tonsil_3_s0_a3,11561.0,612.89655,569.4483,29.0,32.0,11,6
Tonsil_2_s0_a1_3745.0,Tonsil_2_s0_a1,3745.0,254.67647,317.41177,34.0,36.0,2,doublets
Tonsil_2_s0_a4_4760.0,Tonsil_2_s0_a4,4760.0,288.1,771.7,30.0,31.0,11,doublets
Tonsil_3_s0_a1_8598.0,Tonsil_3_s0_a1,8598.0,556.26154,430.30768,65.0,76.0,8,doublets
Tonsil_2_s0_a2_14113.0,Tonsil_2_s0_a2,14113.0,957.2727,851.9091,33.0,36.0,2,14
Tonsil_2_s0_a1_6249.0,Tonsil_2_s0_a1,6249.0,403.16238,808.5043,117.0,128.0,10,doublets
Tonsil_3_s0_a3_124.0,Tonsil_3_s0_a3,124.0,6.3913045,694.3043,23.0,24.0,15,6
Tonsil_2_s0_a5_3634.0,Tonsil_2_s0_a5,3634.0,233.05495,425.57144,91.0,98.0,14,doublets
Tonsil_3_s0_a1_12105.0,Tonsil_3_s0_a1,12105.0,802.3014,789.0274,73.0,76.0,3,doublets
Tonsil_3_s0_a1_4291.0,Tonsil_3_s0_a1,4291.0,253.10715,544.0357,28.0,29.0,11,19
Tonsil_2_s0_a8_1108.0,Tonsil_2_s0_a8,1108.0,67.24,62.76,50.0,56.0,12,8
Tonsil_2_s0_a2_5508.0,Tonsil_2_s0_a2,5508.0,415.95834,618.5417,24.0,27.0,15,doublets
Tonsil_2_s0_a8_15467.0,Tonsil_2_s0_a8,15467.0,976.25,846.6591,44.0,48.0,17,doublets
Tonsil_3_s0_a3_12703.0,Tonsil_3_s0_a3,12703.0,674.0,373.25,12.0,14.0,19,2
Tonsil_3_s0_a4_5187.0,Tonsil_3_s0_a4,5187.0,348.9589,105.84931,73.0,77.0,3,doublets
Tonsil_2_s0_a1_4795.0,Tonsil_2_s0_a1,4795.0,317.09433,470.13208,53.0,53.0,1,14
Tonsil_2_s0_a8_6264.0,Tonsil_2_s0_a8,6264.0,392.375,182.125,40.0,41.0,5,2
Tonsil_2_s0_a3_2255.0,Tonsil_2_s0_a3,2255.0,127.0339,699.47455,59.0,63.0,16,1
Tonsil_2_s0_a7_12693.0,Tonsil_2_s0_a7,12693.0,754.1967,28.950819,61.0,67.0,8,14
Tonsil_2_s0_a6_1701.0,Tonsil_2_s0_a6,1701.0,98.25641,413.53845,39.0,44.0,5,19
Tonsil_3_s0_a4_4304.0,Tonsil_3_s0_a4,4304.0,294.0,614.5,6.0,6.0,4,15
Tonsil_2_s0_a8_7886.0,Tonsil_2_s0_a8,7886.0,493.0606,351.9091,33.0,36.0,2,8
Tonsil_3_s0_a3_2031.0,Tonsil_3_s0_a3,2031.0,113.29508,801.73773,61.0,67.0,8,8
Tonsil_2_s0_a7_3873.0,Tonsil_2_s0_a7,3873.0,248.21875,631.5625,32.0,35.0,11,6
Tonsil_3_s0_a2_6144.0,Tonsil_3_s0_a2,6144.0,312.71875,687.25,32.0,33.0,11,5
Tonsil_3_s0_a3_13780.0,Tonsil_3_s0_a3,13780.0,732.6667,118.375,24.0,26.0,15,6
Tonsil_2_s0_a4_5841.0,Tonsil_2_s0_a4,5841.0,358.02817,193.85916,71.0,75.0,13,0
Tonsil_2_s0_a6_1262.0,Tonsil_2_s0_a6,1262.0,72.46512,735.5814,43.0,44.0,17,17
Tonsil_2_s0_a8_2867.0,Tonsil_2_s0_a8,2867.0,179.875,84.125,8.0,8.0,4,4
Tonsil_2_s0_a4_1613.0,Tonsil_2_s0_a4,1613.0,96.809525,72.90476,21.0,22.0,6,1
Tonsil_2_s0_a8_10712.0,Tonsil_2_s0_a8,10712.0,670.321,720.9877,81.0,84.0,9,doublets
Tonsil_3_s0_a2_4720.0,Tonsil_3_s0_a2,4720.0,238.91667,291.78333,60.0,66.0,8,doublets
Tonsil_2_s0_a2_12356.0,Tonsil_2_s0_a2,12356.0,809.30524,973.02106,95.0,105.0,14,doublets
Tonsil_2_s0_a5_1936.0,Tonsil_2_s0_a5,1936.0,123.666664,347.73334,15.0,15.0,19,14
Tonsil_2_s0_a8_4024.0,Tonsil_2_s0_a8,4024.0,254.66667,385.1111,9.0,9.0,4,17
Tonsil_2_s0_a5_6974.0,Tonsil_2_s0_a5,6974.0,446.95746,230.80852,47.0,53.0,12,2
Tonsil_2_s0_a4_14106.0,Tonsil_2_s0_a4,14106.0,958.9718,254.73239,71.0,76.0,13,1
Tonsil_2_s0_a3_746.0,Tonsil_2_s0_a3,746.0,44.5,74.5,4.0,4.0,4,8
Tonsil_3_s0_a1_1037.0,Tonsil_3_s0_a1,1037.0,64.333336,837.42426,33.0,34.0,2,16
Tonsil_3_s0_a4_2847.0,Tonsil_3_s0_a4,2847.0,204.47058,74.27451,102.0,109.0,0,0
Tonsil_3_s0_a1_7020.0,Tonsil_3_s0_a1,7020.0,440.49277,718.92755,69.0,73.0,13,0
Tonsil_2_s0_a7_15210.0,Tonsil_2_s0_a7,15210.0,918.97296,743.91895,37.0,39.0,2,19
Tonsil_2_s0_a6_10674.0,Tonsil_2_s0_a6,10674.0,625.2023,723.5281,89.0,92.0,14,0
Tonsil_2_s0_a4_14411.0,Tonsil_2_s0_a4,14411.0,979.74646,288.85916,71.0,75.0,13,3
Tonsil_2_s0_a5_14732.0,Tonsil_2_s0_a5,14732.0,945.7,688.88,50.0,51.0,12,5
Tonsil_3_s0_a1_13622.0,Tonsil_3_s0_a1,13622.0,914.88464,706.5961,52.0,54.0,1,16
Tonsil_2_s0_a5_8420.0,Tonsil_2_s0_a5,8420.0,539.04346,726.6087,23.0,26.0,15,17
Tonsil_3_s0_a4_13609.0,Tonsil_3_s0_a4,13609.0,878.6226,664.3774,53.0,57.0,1,16
Tonsil_2_s0_a5_13205.0,Tonsil_2_s0_a5,13205.0,845.75555,378.6,45.0,49.0,17,8
Tonsil_2_s0_a3_7969.0,Tonsil_2_s0_a3,7969.0,432.8095,685.0952,21.0,22.0,6,19
Tonsil_3_s0_a3_15022.0,Tonsil_3_s0_a3,15022.0,799.9649,903.5614,57.0,62.0,16,6
Tonsil_2_s0_a6_7029.0,Tonsil_2_s0_a6,7029.0,401.85483,274.09677,62.0,67.0,8,1
Tonsil_3_s0_a3_2229.0,Tonsil_3_s0_a3,2229.0,126.14286,260.33334,42.0,45.0,5,11
Tonsil_2_s0_a4_13871.0,Tonsil_2_s0_a4,13871.0,943.06976,492.6744,43.0,45.0,17,1
Tonsil_3_s0_a2_10713.0,Tonsil_3_s0_a2,10713.0,558.5781,74.78125,64.0,66.0,8,4
Tonsil_3_s0_a1_3631.0,Tonsil_3_s0_a1,3631.0,213.33824,490.16177,68.0,74.0,13,13
Tonsil_2_s0_a4_13202.0,Tonsil_2_s0_a4,13202.0,899.6,390.88,50.0,54.0,12,1
Tonsil_2_s0_a5_11645.0,Tonsil_2_s0_a5,11645.0,749.29034,810.9677,31.0,34.0,11,6
Tonsil_3_s0_a4_2913.0,Tonsil_3_s0_a4,2913.0,208.0,686.0,37.0,37.0,2,6
Tonsil_2_s0_a1_14384.0,Tonsil_2_s0_a1,14384.0,911.5833,919.8333,60.0,64.0,8,4
Tonsil_2_s0_a1_10872.0,Tonsil_2_s0_a1,10872.0,674.075,658.95,40.0,41.0,5,2
Tonsil_2_s0_a5_11261.0,Tonsil_2_s0_a5,11261.0,724.38464,808.7692,13.0,14.0,19,doublets
Tonsil_2_s0_a5_10239.0,Tonsil_2_s0_a5,10239.0,658.53064,653.7551,49.0,51.0,12,doublets
Tonsil_2_s0_a6_4633.0,Tonsil_2_s0_a6,4633.0,262.82144,990.7143,56.0,61.0,16,19
Tonsil_2_s0_a8_9739.0,Tonsil_2_s0_a8,9739.0,610.8222,234.26666,45.0,47.0,17,8
Tonsil_3_s0_a4_15305.0,Tonsil_3_s0_a4,15305.0,997.75,374.0,4.0,4.0,4,5
Tonsil_2_s0_a8_11266.0,Tonsil_2_s0_a8,11266.0,704.5278,140.72223,72.0,75.0,3,5
Tonsil_2_s0_a5_13209.0,Tonsil_2_s0_a5,13209.0,845.7436,846.7436,39.0,41.0,5,doublets
Tonsil_2_s0_a5_12373.0,Tonsil_2_s0_a5,12373.0,794.1111,739.7037,27.0,30.0,15,5
Tonsil_3_s0_a4_14819.0,Tonsil_3_s0_a4,14819.0,967.74603,441.07938,63.0,68.0,8,doublets
Tonsil_2_s0_a6_2882.0,Tonsil_2_s0_a6,2882.0,164.5,68.77778,18.0,18.0,6,17
Tonsil_2_s0_a5_10744.0,Tonsil_2_s0_a5,10744.0,691.2889,540.5111,45.0,48.0,17,doublets
Tonsil_3_s0_a1_335.0,Tonsil_3_s0_a1,335.0,21.65,383.75,20.0,21.0,6,17
Tonsil_2_s0_a8_10020.0,Tonsil_2_s0_a8,10020.0,628.37256,107.72549,51.0,52.0,1,doublets
Tonsil_2_s0_a6_653.0,Tonsil_2_s0_a6,653.0,37.5,51.2625,80.0,87.0,9,doublets
Tonsil_2_s0_a5_9019.0,Tonsil_2_s0_a5,9019.0,578.6389,943.8611,36.0,37.0,2,13
Tonsil_2_s0_a1_712.0,Tonsil_2_s0_a1,712.0,65.34615,1.7307693,26.0,26.0,15,doublets
Tonsil_2_s0_a5_10120.0,Tonsil_2_s0_a5,10120.0,651.1096,587.1096,73.0,76.0,3,doublets
Tonsil_3_s0_a2_16489.0,Tonsil_3_s0_a2,16489.0,918.08435,153.01205,83.0,85.0,9,doublets
Tonsil_2_s0_a5_2260.0,Tonsil_2_s0_a5,2260.0,145.5,292.2439,82.0,82.0,9,14
Tonsil_2_s0_a2_10468.0,Tonsil_2_s0_a2,10468.0,701.2,406.18332,60.0,63.0,8,11
Tonsil_2_s0_a8_4401.0,Tonsil_2_s0_a8,4401.0,280.03125,124.1875,64.0,67.0,8,5
Tonsil_2_s0_a3_1004.0,Tonsil_2_s0_a3,1004.0,56.927834,956.0516,97.0,103.0,14,0
Tonsil_3_s0_a2_16108.0,Tonsil_3_s0_a2,16108.0,885.60345,14.775862,58.0,61.0,16,12
Tonsil_3_s0_a1_12352.0,Tonsil_3_s0_a1,12352.0,820.8608,378.31647,79.0,85.0,9,doublets
Tonsil_3_s0_a4_14680.0,Tonsil_3_s0_a4,14680.0,957.5417,988.1458,48.0,51.0,12,doublets
Tonsil_2_s0_a8_6778.0,Tonsil_2_s0_a8,6778.0,424.39026,463.73172,41.0,43.0,5,17
Tonsil_2_s0_a5_13306.0,Tonsil_2_s0_a5,13306.0,851.7627,742.9661,59.0,64.0,16,8
Tonsil_2_s0_a4_5659.0,Tonsil_2_s0_a4,5659.0,346.5,218.80302,66.0,71.0,13,15
Tonsil_2_s0_a5_7958.0,Tonsil_2_s0_a5,7958.0,509.7097,973.19354,31.0,35.0,11,1
Tonsil_2_s0_a3_11934.0,Tonsil_2_s0_a3,11934.0,655.7857,644.3571,14.0,14.0,19,15
Tonsil_2_s0_a4_7141.0,Tonsil_2_s0_a4,7141.0,448.36923,820.89233,65.0,71.0,8,19
Tonsil_3_s0_a3_5255.0,Tonsil_3_s0_a3,5255.0,290.3492,60.603176,63.0,66.0,8,doublets
Tonsil_3_s0_a2_15897.0,Tonsil_3_s0_a2,15897.0,868.58765,793.6083,194.0,209.0,18,doublets
Tonsil_2_s0_a2_3085.0,Tonsil_2_s0_a2,3085.0,257.70587,404.2353,51.0,54.0,1,doublets
Tonsil_2_s0_a8_1652.0,Tonsil_2_s0_a8,1652.0,104.17544,226.01755,57.0,64.0,16,doublets
Tonsil_2_s0_a3_8204.0,Tonsil_2_s0_a3,8204.0,445.33664,500.05942,101.0,109.0,0,7
Tonsil_2_s0_a1_4851.0,Tonsil_2_s0_a1,4851.0,320.05,697.1,20.0,21.0,6,doublets
Tonsil_3_s0_a2_13181.0,Tonsil_3_s0_a2,13181.0,700.1778,283.4,45.0,46.0,17,11
Tonsil_2_s0_a6_12427.0,Tonsil_2_s0_a6,12427.0,727.8333,191.47223,36.0,37.0,2,17
Tonsil_2_s0_a1_10220.0,Tonsil_2_s0_a1,10220.0,635.1212,119.36364,33.0,37.0,2,14
Tonsil_2_s0_a7_1650.0,Tonsil_2_s0_a7,1650.0,114.01492,549.2687,67.0,71.0,13,doublets
Tonsil_2_s0_a2_9053.0,Tonsil_2_s0_a2,9053.0,624.1831,405.7324,71.0,75.0,13,8
Tonsil_2_s0_a7_5866.0,Tonsil_2_s0_a7,5866.0,365.04413,575.08826,68.0,77.0,13,8
Tonsil_2_s0_a8_15462.0,Tonsil_2_s0_a8,15462.0,975.96875,598.0625,64.0,69.0,8,8
Tonsil_2_s0_a2_4129.0,Tonsil_2_s0_a2,4129.0,327.76562,509.84375,64.0,68.0,8,doublets
Tonsil_3_s0_a4_1822.0,Tonsil_3_s0_a4,1822.0,138.64102,976.5641,39.0,42.0,5,6
Tonsil_2_s0_a2_3220.0,Tonsil_2_s0_a2,3220.0,266.86887,111.68852,122.0,127.0,10,10
Tonsil_3_s0_a3_15996.0,Tonsil_3_s0_a3,15996.0,854.425,498.35,40.0,41.0,5,12
Tonsil_3_s0_a2_16040.0,Tonsil_3_s0_a2,16040.0,879.9759,772.2771,83.0,88.0,9,doublets
Tonsil_3_s0_a2_8972.0,Tonsil_3_s0_a2,8972.0,457.79413,468.0,34.0,36.0,2,11
Tonsil_2_s0_a3_7890.0,Tonsil_2_s0_a3,7890.0,428.8684,187.63158,38.0,40.0,5,doublets
Tonsil_2_s0_a5_4863.0,Tonsil_2_s0_a5,4863.0,311.0,900.4,35.0,36.0,2,1
Tonsil_3_s0_a3_7003.0,Tonsil_3_s0_a3,7003.0,379.7037,906.0123,81.0,87.0,9,0
Tonsil_2_s0_a7_13150.0,Tonsil_2_s0_a7,13150.0,781.7692,815.9487,78.0,82.0,3,7
Tonsil_3_s0_a1_7904.0,Tonsil_3_s0_a1,7904.0,503.7143,179.64285,42.0,45.0,5,17
Tonsil_2_s0_a5_11045.0,Tonsil_2_s0_a5,11045.0,710.8961,171.0,77.0,82.0,3,5
Tonsil_2_s0_a7_11176.0,Tonsil_2_s0_a7,11176.0,660.19696,702.30304,66.0,71.0,13,doublets
Tonsil_3_s0_a2_6397.0,Tonsil_3_s0_a2,6397.0,325.22223,554.5,18.0,18.0,6,11
Tonsil_3_s0_a1_11382.0,Tonsil_3_s0_a1,11382.0,752.2683,853.8293,41.0,46.0,5,19
Tonsil_2_s0_a1_3939.0,Tonsil_2_s0_a1,3939.0,266.6154,132.38461,13.0,13.0,19,15
Tonsil_2_s0_a8_2552.0,Tonsil_2_s0_a8,2552.0,160.16667,692.3596,114.0,121.0,10,doublets
Tonsil_2_s0_a6_14791.0,Tonsil_2_s0_a6,14791.0,862.7931,109.24138,29.0,30.0,11,17
Tonsil_3_s0_a4_6512.0,Tonsil_3_s0_a4,6512.0,429.31668,934.25,60.0,65.0,8,6
Tonsil_2_s0_a7_5554.0,Tonsil_2_s0_a7,5554.0,347.55933,463.18643,59.0,64.0,16,8
Tonsil_2_s0_a7_407.0,Tonsil_2_s0_a7,407.0,28.32558,316.16278,43.0,45.0,17,12
Tonsil_2_s0_a6_6233.0,Tonsil_2_s0_a6,6233.0,354.6842,707.3158,19.0,22.0,6,16
Tonsil_3_s0_a2_1601.0,Tonsil_3_s0_a2,1601.0,80.5,465.5,12.0,12.0,19,doublets
Tonsil_3_s0_a3_730.0,Tonsil_3_s0_a3,730.0,40.67143,912.8571,70.0,72.0,13,doublets
Tonsil_3_s0_a2_1097.0,Tonsil_3_s0_a2,1097.0,55.264706,327.0,34.0,36.0,2,5
Tonsil_2_s0_a3_9498.0,Tonsil_2_s0_a3,9498.0,517.8333,869.2,30.0,32.0,11,16
Tonsil_2_s0_a8_4111.0,Tonsil_2_s0_a8,4111.0,260.7258,763.0968,62.0,66.0,8,16
Tonsil_2_s0_a2_52.0,Tonsil_2_s0_a2,52.0,3.0,448.0,65.0,65.0,8,doublets
Tonsil_3_s0_a1_6207.0,Tonsil_3_s0_a1,6207.0,381.6,106.4,15.0,15.0,19,16
Tonsil_3_s0_a4_1436.0,Tonsil_3_s0_a4,1436.0,113.163635,169.61818,55.0,57.0,16,15
Tonsil_2_s0_a5_3618.0,Tonsil_2_s0_a5,3618.0,232.2,190.6,35.0,40.0,2,5
Tonsil_2_s0_a7_7789.0,Tonsil_2_s0_a7,7789.0,471.74075,423.5926,27.0,28.0,15,9
Tonsil_2_s0_a8_15402.0,Tonsil_2_s0_a8,15402.0,972.3014,716.9589,73.0,79.0,3,doublets
Tonsil_2_s0_a1_3900.0,Tonsil_2_s0_a1,3900.0,264.0625,599.8125,16.0,18.0,19,14
Tonsil_2_s0_a3_11858.0,Tonsil_2_s0_a3,11858.0,651.87805,290.87805,41.0,45.0,5,19
Tonsil_2_s0_a8_12900.0,Tonsil_2_s0_a8,12900.0,811.5833,650.1667,72.0,75.0,3,doublets
Tonsil_3_s0_a2_5204.0,Tonsil_3_s0_a2,5204.0,264.0,530.9737,38.0,41.0,5,12
Tonsil_3_s0_a3_10320.0,Tonsil_3_s0_a3,10320.0,549.34784,805.65216,23.0,24.0,15,6
Tonsil_2_s0_a5_11674.0,Tonsil_2_s0_a5,11674.0,751.2453,682.283,53.0,59.0,1,doublets
Tonsil_2_s0_a7_1957.0,Tonsil_2_s0_a7,1957.0,134.09616,400.6154,52.0,57.0,1,2
Tonsil_2_s0_a4_13058.0,Tonsil_2_s0_a4,13058.0,889.92,235.72,50.0,55.0,12,doublets
Tonsil_2_s0_a7_2199.0,Tonsil_2_s0_a7,2199.0,148.78378,407.2973,37.0,43.0,2,12
Tonsil_3_s0_a1_13806.0,Tonsil_3_s0_a1,13806.0,929.73914,427.1087,46.0,47.0,17,19
Tonsil_2_s0_a2_11662.0,Tonsil_2_s0_a2,11662.0,767.7551,767.18365,49.0,55.0,12,2
Tonsil_2_s0_a2_10205.0,Tonsil_2_s0_a2,10205.0,686.63336,967.55554,90.0,94.0,14,5
Tonsil_2_s0_a8_5490.0,Tonsil_2_s0_a8,5490.0,345.28262,841.087,92.0,97.0,14,doublets
Tonsil_2_s0_a4_13840.0,Tonsil_2_s0_a4,13840.0,941.2273,372.81818,44.0,45.0,17,1
Tonsil_3_s0_a1_5568.0,Tonsil_3_s0_a1,5568.0,336.3585,556.8679,53.0,53.0,1,1
Tonsil_3_s0_a4_4376.0,Tonsil_3_s0_a4,4376.0,297.44446,985.7778,54.0,61.0,1,10
Tonsil_2_s0_a7_9059.0,Tonsil_2_s0_a7,9059.0,543.0909,695.0909,22.0,22.0,6,doublets
Tonsil_2_s0_a4_7571.0,Tonsil_2_s0_a4,7571.0,479.2,80.88571,70.0,76.0,13,doublets
Tonsil_3_s0_a1_1346.0,Tonsil_3_s0_a1,1346.0,81.11667,622.95,60.0,62.0,8,16
Tonsil_2_s0_a6_9130.0,Tonsil_2_s0_a6,9130.0,528.9804,568.41174,51.0,55.0,1,17
Tonsil_2_s0_a1_14618.0,Tonsil_2_s0_a1,14618.0,932.1905,535.119,42.0,45.0,5,doublets
Tonsil_2_s0_a2_12231.0,Tonsil_2_s0_a2,12231.0,802.5897,967.4231,78.0,82.0,3,10
Tonsil_2_s0_a2_3249.0,Tonsil_2_s0_a2,3249.0,268.77777,952.25397,63.0,68.0,8,6
Tonsil_3_s0_a3_9865.0,Tonsil_3_s0_a3,9865.0,525.6197,786.8873,71.0,78.0,13,14
Tonsil_3_s0_a2_13681.0,Tonsil_3_s0_a2,13681.0,729.65625,327.40625,32.0,34.0,11,12
Tonsil_3_s0_a3_11077.0,Tonsil_3_s0_a3,11077.0,588.0339,677.3051,59.0,61.0,16,doublets
Tonsil_2_s0_a2_7408.0,Tonsil_2_s0_a2,7408.0,529.97675,123.093025,43.0,44.0,17,doublets
Tonsil_3_s0_a2_463.0,Tonsil_3_s0_a2,463.0,22.866667,21.933332,15.0,16.0,19,5
Tonsil_2_s0_a4_10159.0,Tonsil_2_s0_a4,10159.0,675.4773,581.3409,44.0,45.0,17,16
Tonsil_2_s0_a1_6737.0,Tonsil_2_s0_a1,6737.0,433.32053,724.88464,78.0,87.0,3,doublets
